date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:29:32	2414/2414	---M--	200	added ('OK')	image/svg+xml	etag:%22ec003c-96e-5c8bd4d313d40%22	https://intamarque.com/wp-content/uploads/2021/06/getintouch.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/06/getintouch.svg	(from https://intamarque.com/)
16:29:32	60323/60323	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d47-eba3-5c933a57d3c00%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/online-device.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/online-device.svg	(from https://intamarque.com/)
16:29:32	1214/1214	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d5b-4be-5c933a5ebe833%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/testimonial-device1.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/testimonial-device1.svg	(from https://intamarque.com/)
16:29:33	13139/13139	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d5d-3353-5c933a5f2c9ee%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/testimonial-device2.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/testimonial-device2.svg	(from https://intamarque.com/)
16:29:33	488513/488513	---M--	200	added ('OK')	image/png	etag:%22ec025f-77441-5c8bd5bdae6c0%22	https://intamarque.com/wp-content/uploads/2021/08/computer-1.png	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/computer-1.png	(from https://intamarque.com/)
16:29:33	764/764	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d57-2fc-5c933a5dabda4%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/speech1.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/speech1.svg	(from https://intamarque.com/)
16:29:33	778/778	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d58-30a-5c933a5e02c47%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/speech2.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/speech2.svg	(from https://intamarque.com/)
16:29:33	99862/99862	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d27-18616-5c933a53abc76%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/flags/USA.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/flags/USA.svg	(from https://intamarque.com/)
16:29:34	280496/280496	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d26-447b0-5c933a534193c%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/flags/UK.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/flags/UK.svg	(from https://intamarque.com/)
16:29:35	570364/570364	---M--	200	added ('OK')	image/jpeg	etag:%22ec009e-8b3fc-5c8bd4f65d080%22	https://intamarque.com/wp-content/uploads/2021/07/become-a-customer.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/07/become-a-customer.jpg	(from https://intamarque.com/)
16:29:35	1438132/1438132	---M--	200	added ('OK')	image/jpeg	etag:%22ec02c8-15f1b4-5c8bd5ef45bc0%22	https://intamarque.com/wp-content/uploads/2021/08/Intamarque-Video-Still-27.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/Intamarque-Video-Still-27.jpg	(from https://intamarque.com/)
16:29:35	981/981	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d46-3d5-5c933a57573cd%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/news-device.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/news-device.svg	(from https://intamarque.com/)
16:29:35	233141/233141	---M--	200	added ('OK')	image/jpeg	etag:%22ec0dc9-38eb5-5cc0502f68747%22	https://intamarque.com/wp-content/uploads/2021/09/full_42710.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/09/full_42710.jpg	(from https://intamarque.com/)
16:29:35	1340/1340	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d4d-53c-5c933a59c35bc%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/posted.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/posted.svg	(from https://intamarque.com/)
16:29:35	2319/2319	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d44-90f-5c933a56c4c0a%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/news-button.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/news-button.svg	(from https://intamarque.com/)
16:29:36	165740/165740	---M--	200	added ('OK')	image/jpeg	etag:%22ec0dc2-2876c-5cbdf201d179c%22	https://intamarque.com/wp-content/uploads/2021/09/237002_washingline1_609223.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/09/237002_washingline1_609223.jpg	(from https://intamarque.com/)
16:29:36	32757/32757	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2010:59:36%20GMT	https://intamarque.com/how-pg-has-evolved-its-climate-strategy-to-target-a-net-zero-value-chain-by-2040/	C:/My%20Web%20Sites/metropharma/intamarque.com/how-pg-has-evolved-its-climate-strategy-to-target-a-net-zero-value-chain-by-2040/index.html	(from https://intamarque.com/)
16:29:36	31850/31850	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2010:59:36%20GMT	https://intamarque.com/is-online-or-in-store-food-shopping-better-for-the-planet/	C:/My%20Web%20Sites/metropharma/intamarque.com/is-online-or-in-store-food-shopping-better-for-the-planet/index.html	(from https://intamarque.com/)
16:29:36	33299/33299	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2010:59:36%20GMT	https://intamarque.com/bondi-sands/	C:/My%20Web%20Sites/metropharma/intamarque.com/bondi-sands/index.html	(from https://intamarque.com/)
16:29:37	12605/12605	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d55-313d-5c933a5d6e92b%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/signup-device.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/signup-device.svg	(from https://intamarque.com/)
16:29:37	979/979	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d29-3d3-5c933a5458a1a%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/footer-device.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/footer-device.svg	(from https://intamarque.com/)
16:29:37	162442/162442	---M--	200	added ('OK')	image/jpeg	etag:%22ec023c-27a8a-5c8bd5ad78080%22	https://intamarque.com/wp-content/uploads/2021/08/bondi-sands.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/bondi-sands.jpg	(from https://intamarque.com/)
16:29:37	871/871	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d28-367-5c933a53f6f98%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/footer-device-mobile.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/footer-device-mobile.svg	(from https://intamarque.com/)
16:29:37	38712/38712	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2010:59:37%20GMT	https://intamarque.com/latest-news/	C:/My%20Web%20Sites/metropharma/intamarque.com/latest-news/index.html	(from https://intamarque.com/)
16:29:37	6406/6406	---M-Z	200	added ('OK')	application/javascript	etag:%22ec1d45-1906-5c563acace740-gzip%22	https://intamarque.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-includes/js/dist/vendor/regenerator-runtime.minb36a.js	(from https://intamarque.com/)
16:29:37	16470/16470	---M-Z	200	added ('OK')	application/javascript	etag:%22ec1d4f-4056-5c4c2122a12c0-gzip%22	https://intamarque.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://intamarque.com/)
16:29:38	12987/12987	---M-Z	200	added ('OK')	application/javascript	etag:%22ec14bf-32bb-5c9207e98b537-gzip%22	https://intamarque.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.4.2	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/plugins/contact-form-7/includes/js/index7661.js	(from https://intamarque.com/)
16:29:38	2967/2967	---M-Z	200	added ('OK')	application/javascript	etag:%22ec0d11-b97-5a2366467a100-gzip%22	https://intamarque.com/wp-content/themes/intamarque2021/js/navigation.js?ver=20151215	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/js/navigation4a7d.js	(from https://intamarque.com/)
16:29:38	685/685	---M-Z	200	added ('OK')	application/javascript	etag:%22ec0d0f-2ad-5a2366467a100-gzip%22	https://intamarque.com/wp-content/themes/intamarque2021/js/skip-link-focus-fix.js?ver=20151215	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/js/skip-link-focus-fix4a7d.js	(from https://intamarque.com/)
16:29:38	19041/19041	---M-Z	200	added ('OK')	application/javascript	etag:%22ec0d10-4a61-5a440f9b7fc80-gzip%22	https://intamarque.com/wp-content/themes/intamarque2021/js/simplelightbox.min.js?ver=1.1	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/js/simplelightbox.min4963.js	(from https://intamarque.com/)
16:29:39	123329/123329	---M-Z	200	added ('OK')	application/javascript	etag:%22ec0d13-1e1c1-5c5ab8f8cc480-gzip%22	https://intamarque.com/wp-content/themes/intamarque2021/js/test.js?ver=1.1	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/js/test4963.js	(from https://intamarque.com/)
16:29:39	53418/53418	---M-Z	200	added ('OK')	application/javascript	etag:%22ec04ec-d0aa-5c933a3b36446-gzip%22	https://intamarque.com/wp-content/themes/intamarque2021/dist/js/all.min.js?ver=1.1	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/dist/js/all.min4963.js	(from https://intamarque.com/)
16:29:39	1426/1426	---M-Z	200	added ('OK')	application/javascript	etag:%22ec1ffc-592-5b83cfce57d00-gzip%22	https://intamarque.com/wp-includes/js/wp-embed.min.js?ver=5.8.3	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-includes/js/wp-embed.minc8d8.js	(from https://intamarque.com/)
16:29:39	1257/1257	---M-Z	200	added ('OK')	application/javascript	etag:%22ec1ea9-4e9-5c344ade1c480-gzip%22	https://intamarque.com/wp-includes/js/dist/dom-ready.min.js?ver=71883072590656bf22c74c7b887df3dd	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-includes/js/dist/dom-ready.min7354.js	(from https://intamarque.com/)
16:29:40	5440/5440	---M-Z	200	added ('OK')	application/javascript	etag:%22ec1e63-1540-5c344ade1c480-gzip%22	https://intamarque.com/wp-includes/js/dist/hooks.min.js?ver=a7edae857aab69d69fa10d5aef23a5de	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-includes/js/dist/hooks.mine16b.js	(from https://intamarque.com/)
16:29:40	9866/9866	---M-Z	200	added ('OK')	application/javascript	etag:%22ec1e7a-268a-5c344ade1c480-gzip%22	https://intamarque.com/wp-includes/js/dist/i18n.min.js?ver=5f1269854226b4dd90450db411a12b79	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-includes/js/dist/i18n.min71a7.js	(from https://intamarque.com/)
16:29:40	3009/3009	---M-Z	200	added ('OK')	application/javascript	etag:%22ec1ed4-bc1-5c344ade1c480-gzip%22	https://intamarque.com/wp-includes/js/dist/a11y.min.js?ver=0ac8327cc1c40dcfdf29716affd7ac63	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-includes/js/dist/a11y.minac6e.js	(from https://intamarque.com/)
16:29:40	4442/4442	---M-Z	200	added ('OK')	application/javascript	etag:%22ec21ee-115a-5bf9d9474b340-gzip%22	https://intamarque.com/wp-includes/js/wp-custom-header.min.js?ver=5.8.3	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-includes/js/wp-custom-header.minc8d8.js	(from https://intamarque.com/)
16:29:41	51/51	---MCZ	302	error ('Found')	text/plain	date:Thu,%2013%20Jan%202022%2010:59:41%20GMT	https://unpkg.com/aos@next/dist/aos.js	C:/My%20Web%20Sites/metropharma/unpkg.com/aos@next/dist/aos.65.delayed	(from https://intamarque.com/)
16:29:41	13800/13800	---MCZ	200	added ('OK')	application/javascript	etag:%2235e8-44lQwbzmXp8EjjBbNWf/kKDJI+M%22	https://unpkg.com/aos@3.0.0-beta.6/dist/aos.js	C:/My%20Web%20Sites/metropharma/unpkg.com/aos@3.0.0-beta.6/dist/aos.js	(from https://intamarque.com/)
16:29:42	6142/6142	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Jan%202022%2010:59:42%20GMT	https://use.typekit.net/kbq3ywl.css	C:/My%20Web%20Sites/metropharma/use.typekit.net/kbq3ywl.css	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:43	27185/27185	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2010:59:43%20GMT	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/social-icons-sprite-yellow.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/social-icons-sprite-yellow.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:43	27185/27185	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2010:59:43%20GMT	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/social-icons-sprite-grey.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/social-icons-sprite-grey.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:43	27185/27185	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2010:59:43%20GMT	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/lock-icon.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/lock-icon.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:44	27185/27185	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2010:59:44%20GMT	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/play-icon.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/play-icon.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:44	27185/27185	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2010:59:44%20GMT	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/contact-icons.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/contact-icons.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:45	27185/27185	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2010:59:45%20GMT	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/pencil-icon.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/pencil-icon.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:45	27185/27185	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2010:59:45%20GMT	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/phone-icon.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/phone-icon.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:46	27185/27185	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2010:59:46%20GMT	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/mac-icon.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/mac-icon.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:46	27185/27185	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2010:59:46%20GMT	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/chair-icon.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/chair-icon.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:46	403/403	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0cec-193-5c933a4fc05ae%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/down.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/down.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:46	2096/2096	---M--	200	added ('OK')	image/svg+xml	etag:%22ec04f7-830-5c933a4ea082f%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/dots.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/dots.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:47	591/591	---M--	200	added ('OK')	image/svg+xml	etag:%22ec04f2-24f-5c933a4c866c2%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/burger.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/burger.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:47	403/403	---M--	200	added ('OK')	image/svg+xml	etag:%22ec04f0-193-5c933a4be21d6%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/arrow.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/arrow.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:47	335/335	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d5e-14f-5c933a5f6d8ff%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/tick.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/tick.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:47	824/824	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0cd5-338-5c933a4f58983%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/down-arrow.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/down-arrow.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:48	317/317	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d4c-13d-5c933a597059a%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/play.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/play.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:48	3237/3237	---M--	200	added ('OK')	image/svg+xml	etag:%22ec04f3-ca5-5c933a4d00bcd%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/buyer-arrow.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/buyer-arrow.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:48	947/947	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d54-3b3-5c933a5d00770%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/signup-button.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/signup-button.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:48	395/395	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0cef-18b-5c933a5015128%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/downselect.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/downselect.svg	(from https://intamarque.com/wp-content/themes/intamarque2021/dist/css/main.css?ver=1.1)
16:29:49	6229/6229	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20Jan%202022%2010:59:49%20GMT	https://intamarque.com/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-json/wp/v2/pages/9.json	(from https://intamarque.com/about-us/)
16:29:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jan%202022%2010:59:50%20GMT	https://intamarque.com/?p=9	C:/My%20Web%20Sites/metropharma/intamarque.com/indexb5fb.html	(from https://intamarque.com/about-us/)
16:29:50	2407/2407	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20Jan%202022%2010:59:50%20GMT	https://intamarque.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fintamarque.com%2Fabout-us%2F	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-json/oembed/1.0/embed0e6d.json	(from https://intamarque.com/about-us/)
16:29:50	2509/2509	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Jan%202022%2010:59:50%20GMT	https://intamarque.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fintamarque.com%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-json/oembed/1.0/embed3242	(from https://intamarque.com/about-us/)
16:29:51	60321/60321	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d2e-eba1-5c933a54e3cae%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/inner-device.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/inner-device.svg	(from https://intamarque.com/about-us/)
16:29:51	271424/271424	---M--	200	added ('OK')	image/jpeg	etag:%22ec0231-42440-5c8bd5a9a7780%22	https://intamarque.com/wp-content/uploads/2021/08/about-us.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/about-us.jpg	(from https://intamarque.com/about-us/)
16:29:51	58827/58827	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d60-e5cb-5c933a5ffaebb%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/timeline-device.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/timeline-device.svg	(from https://intamarque.com/about-us/)
16:29:52	58827/58827	---M--	200	added ('OK')	image/svg+xml	etag:%22ec0d61-e5cb-5c933a605d8dd%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/timeline-device2.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/timeline-device2.svg	(from https://intamarque.com/about-us/)
16:29:52	53864/53864	---M--	200	added ('OK')	image/jpeg	etag:%22ec0229-d268-5c8bd5a6cb0c0%22	https://intamarque.com/wp-content/uploads/2021/08/22.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/22.jpg	(from https://intamarque.com/about-us/)
16:29:52	387681/387681	---M--	200	added ('OK')	image/jpeg	etag:%22ec02a1-5ea61-5c8bd5db3ec80%22	https://intamarque.com/wp-content/uploads/2021/08/IM-4.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/IM-4.jpg	(from https://intamarque.com/about-us/)
16:29:53	66829/66829	---M--	200	added ('OK')	image/jpeg	etag:%22ec0223-1050d-5c8bd5a4e2c40%22	https://intamarque.com/wp-content/uploads/2021/08/4.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/4.jpg	(from https://intamarque.com/about-us/)
16:29:53	3478890/3478890	---M--	200	added ('OK')	image/svg+xml	etag:%22ec04ef-35156a-5c933a4b8595c%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/about-services-image.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/about-services-image.svg	(from https://intamarque.com/about-us/)
16:29:54	103829/103829	---M--	200	added ('OK')	image/jpeg	etag:%22ec022c-19595-5c8bd5a7bf300%22	https://intamarque.com/wp-content/uploads/2021/08/33.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/33.jpg	(from https://intamarque.com/about-us/)
16:29:55	75971/75971	---M--	200	added ('OK')	image/jpeg	etag:%22ec0226-128c3-5c8bd5a5d6e80%22	https://intamarque.com/wp-content/uploads/2021/08/7.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/7.jpg	(from https://intamarque.com/about-us/)
16:29:55	251419/251419	---M--	200	added ('OK')	image/jpeg	etag:%22ec0213-3d61b-5c8bd59f29ec0%22	https://intamarque.com/wp-content/uploads/2021/08/1.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/1.jpg	(from https://intamarque.com/about-us/)
16:29:55	191368/191368	---M--	200	added ('OK')	image/jpeg	etag:%22ec023d-2eb88-5c8bd5ae6c2c0%22	https://intamarque.com/wp-content/uploads/2021/08/bondi.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/bondi.jpg	(from https://intamarque.com/about-us/)
16:29:56	302792/302792	---M--	200	added ('OK')	image/jpeg	etag:%22ec0331-49ec8-5c8bd61e00a00%22	https://intamarque.com/wp-content/uploads/2021/08/webshop.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/webshop.jpg	(from https://intamarque.com/about-us/)
16:29:56	321845/321845	---M--	200	added ('OK')	image/jpeg	etag:%22ec033d-4e935-5c8bd622c5540%22	https://intamarque.com/wp-content/uploads/2021/08/website-IM.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/website-IM.jpg	(from https://intamarque.com/about-us/)
16:29:57	259492/259492	---M--	200	added ('OK')	image/jpeg	etag:%22ec021a-3f5a4-5c8bd5a206580%22	https://intamarque.com/wp-content/uploads/2021/08/2.jpg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/uploads/2021/08/2.jpg	(from https://intamarque.com/about-us/)
16:29:57	812/812	---M--	200	added ('OK')	image/svg+xml	etag:%22ec04f4-32c-5c933a4d3c8d6%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/chevleft.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/chevleft.svg	(from https://intamarque.com/about-us/)
16:29:57	977/977	---M--	200	added ('OK')	image/svg+xml	etag:%22ec04f5-3d1-5c933a4dfb3a3%22	https://intamarque.com/wp-content/themes/intamarque2021/assets/img/chevright.svg	C:/My%20Web%20Sites/metropharma/intamarque.com/wp-content/themes/intamarque2021/assets/img/chevright.svg	(from https://intamarque.com/about-us/)
